,school_district,Zip_code,Rank,State
56599,BENNINGTON PUBLIC SCHOOLS,68068,288.0,Nebraska
56627,BELLEVUE PUBLIC SCHOOLS,68113,189.0,Washington
56630,BENNINGTON PUBLIC SCHOOLS,68116,288.0,Nebraska
56631,ELKHORN PUBLIC SCHOOLS,68116,311.0,Nebraska
56635,ELKHORN PUBLIC SCHOOLS,68118,311.0,Nebraska
56640,BELLEVUE PUBLIC SCHOOLS,68123,189.0,Washington
56652,ELKHORN PUBLIC SCHOOLS,68130,311.0,Nebraska
56657,BELLEVUE PUBLIC SCHOOLS,68133,189.0,Washington
56663,ELKHORN PUBLIC SCHOOLS,68135,311.0,Nebraska
56676,BENNINGTON PUBLIC SCHOOLS,68142,288.0,Nebraska
56682,BELLEVUE PUBLIC SCHOOLS,68147,189.0,Washington
56720,CENTENNIAL PUBLIC SCHOOLS,68313,440.0,Minnesota
56729,CENTENNIAL PUBLIC SCHOOLS,68316,440.0,Minnesota
56745,HAMPTON PUBLIC SCHOOLS,68319,144.0,Pennsylvania
56805,FALLS CITY PUBLIC SCHOOLS,68337,57.0,Texas
56850,CENTENNIAL PUBLIC SCHOOLS,68351,440.0,Minnesota
56862,FALLS CITY PUBLIC SCHOOLS,68355,57.0,Texas
56868,CENTENNIAL PUBLIC SCHOOLS,68359,440.0,Minnesota
56884,SUTTON PUBLIC SCHOOLS,68365,442.0,Massachusetts
56889,CENTENNIAL PUBLIC SCHOOLS,68367,440.0,Minnesota
56901,HAMPTON PUBLIC SCHOOLS,68371,144.0,Pennsylvania
56903,SUTTON PUBLIC SCHOOLS,68371,442.0,Massachusetts
56933,CENTENNIAL PUBLIC SCHOOLS,68405,440.0,Minnesota
56957,FALLS CITY PUBLIC SCHOOLS,68414,57.0,Texas
56995,FALLS CITY PUBLIC SCHOOLS,68431,57.0,Texas
56996,FALLS CITY PUBLIC SCHOOLS,68433,57.0,Texas
56998,CENTENNIAL PUBLIC SCHOOLS,68434,440.0,Minnesota
57004,SUTTON PUBLIC SCHOOLS,68436,442.0,Massachusetts
57006,FALLS CITY PUBLIC SCHOOLS,68437,57.0,Texas
57009,CENTENNIAL PUBLIC SCHOOLS,68439,440.0,Minnesota
57048,SUTTON PUBLIC SCHOOLS,68452,442.0,Massachusetts
57059,CENTENNIAL PUBLIC SCHOOLS,68456,440.0,Minnesota
57062,FALLS CITY PUBLIC SCHOOLS,68457,57.0,Texas
57065,CENTENNIAL PUBLIC SCHOOLS,68460,440.0,Minnesota
57092,CENTENNIAL PUBLIC SCHOOLS,68467,440.0,Minnesota
57197,MADISON PUBLIC SCHOOLS,68631,60.0,New Jersey
57235,MADISON PUBLIC SCHOOLS,68642,60.0,New Jersey
57241,MADISON PUBLIC SCHOOLS,68643,60.0,New Jersey
57247,MADISON PUBLIC SCHOOLS,68644,60.0,New Jersey
57275,CENTENNIAL PUBLIC SCHOOLS,68658,440.0,Minnesota
57288,CENTENNIAL PUBLIC SCHOOLS,68662,440.0,Minnesota
57305,CENTENNIAL PUBLIC SCHOOLS,68667,440.0,Minnesota
57309,CENTENNIAL PUBLIC SCHOOLS,68669,440.0,Minnesota
57315,MADISON PUBLIC SCHOOLS,68701,60.0,New Jersey
57322,WAKEFIELD PUBLIC SCHOOLS,68710,420.0,Massachusetts
57334,MADISON PUBLIC SCHOOLS,68715,60.0,New Jersey
57340,RANDOLPH PUBLIC SCHOOLS,68717,223.0,New Jersey
57356,RANDOLPH PUBLIC SCHOOLS,68723,223.0,New Jersey
57374,RANDOLPH PUBLIC SCHOOLS,68727,223.0,New Jersey
57377,WAKEFIELD PUBLIC SCHOOLS,68728,420.0,Massachusetts
57397,WAKEFIELD PUBLIC SCHOOLS,68733,420.0,Massachusetts
57414,RANDOLPH PUBLIC SCHOOLS,68739,223.0,New Jersey
57419,RANDOLPH PUBLIC SCHOOLS,68740,223.0,New Jersey
57436,RANDOLPH PUBLIC SCHOOLS,68745,223.0,New Jersey
57444,RANDOLPH PUBLIC SCHOOLS,68747,223.0,New Jersey
57449,MADISON PUBLIC SCHOOLS,68748,60.0,New Jersey
57456,MADISON PUBLIC SCHOOLS,68752,60.0,New Jersey
57475,MADISON PUBLIC SCHOOLS,68758,60.0,New Jersey
57503,RANDOLPH PUBLIC SCHOOLS,68765,223.0,New Jersey
57528,RANDOLPH PUBLIC SCHOOLS,68771,223.0,New Jersey
57549,MADISON PUBLIC SCHOOLS,68779,60.0,New Jersey
57565,WAKEFIELD PUBLIC SCHOOLS,68784,420.0,Massachusetts
57575,RANDOLPH PUBLIC SCHOOLS,68786,223.0,New Jersey
57580,WAKEFIELD PUBLIC SCHOOLS,68787,420.0,Massachusetts
57600,WAKEFIELD PUBLIC SCHOOLS,68791,420.0,Massachusetts
57645,HAMPTON PUBLIC SCHOOLS,68818,144.0,Pennsylvania
57646,HARVARD PUBLIC SCHOOLS,68818,51.0,Massachusetts
57647,SUTTON PUBLIC SCHOOLS,68818,442.0,Massachusetts
57700,LEXINGTON PUBLIC SCHOOLS,68834,3.0,Massachusetts
57728,HARVARD PUBLIC SCHOOLS,68841,51.0,Massachusetts
57735,HAMPTON PUBLIC SCHOOLS,68843,144.0,Pennsylvania
57746,HAMPTON PUBLIC SCHOOLS,68846,144.0,Pennsylvania
57756,LEXINGTON PUBLIC SCHOOLS,68850,3.0,Massachusetts
57770,HAMPTON PUBLIC SCHOOLS,68854,144.0,Pennsylvania
57797,LEXINGTON PUBLIC SCHOOLS,68863,3.0,Massachusetts
57876,HARVARD PUBLIC SCHOOLS,68901,51.0,Massachusetts
57891,SILVER LAKE PUBLIC SCHOOLS,68925,274.0,Massachusetts
57892,SILVER LAKE PUBLIC SCHOOLS,68925,490.0,Kansas
57902,SILVER LAKE PUBLIC SCHOOLS,68928,274.0,Massachusetts
57903,SILVER LAKE PUBLIC SCHOOLS,68928,490.0,Kansas
57907,FRANKLIN PUBLIC SCHOOLS,68929,93.0,Massachusetts
57908,FRANKLIN PUBLIC SCHOOLS,68929,400.0,Wisconsin
57911,SILVER LAKE PUBLIC SCHOOLS,68930,274.0,Massachusetts
57912,SILVER LAKE PUBLIC SCHOOLS,68930,490.0,Kansas
57917,SILVER LAKE PUBLIC SCHOOLS,68932,274.0,Massachusetts
57918,SILVER LAKE PUBLIC SCHOOLS,68932,490.0,Kansas
57923,HARVARD PUBLIC SCHOOLS,68933,51.0,Massachusetts
57924,SUTTON PUBLIC SCHOOLS,68933,442.0,Massachusetts
57930,SUTTON PUBLIC SCHOOLS,68935,442.0,Massachusetts
57939,LEXINGTON PUBLIC SCHOOLS,68937,3.0,Massachusetts
57942,FRANKLIN PUBLIC SCHOOLS,68939,93.0,Massachusetts
57943,FRANKLIN PUBLIC SCHOOLS,68939,400.0,Wisconsin
57968,HARVARD PUBLIC SCHOOLS,68944,51.0,Massachusetts
57969,SUTTON PUBLIC SCHOOLS,68944,442.0,Massachusetts
57976,FRANKLIN PUBLIC SCHOOLS,68947,93.0,Massachusetts
57977,FRANKLIN PUBLIC SCHOOLS,68947,400.0,Wisconsin
57990,SILVER LAKE PUBLIC SCHOOLS,68950,274.0,Massachusetts
57991,SILVER LAKE PUBLIC SCHOOLS,68950,490.0,Kansas
57995,SILVER LAKE PUBLIC SCHOOLS,68952,274.0,Massachusetts
57996,SILVER LAKE PUBLIC SCHOOLS,68952,490.0,Kansas
58000,SILVER LAKE PUBLIC SCHOOLS,68955,274.0,Massachusetts
58001,SILVER LAKE PUBLIC SCHOOLS,68955,490.0,Kansas
58004,SILVER LAKE PUBLIC SCHOOLS,68956,274.0,Massachusetts
58005,SILVER LAKE PUBLIC SCHOOLS,68956,490.0,Kansas
58018,SILVER LAKE PUBLIC SCHOOLS,68959,274.0,Massachusetts
58019,SILVER LAKE PUBLIC SCHOOLS,68959,490.0,Kansas
58027,FRANKLIN PUBLIC SCHOOLS,68960,93.0,Massachusetts
58028,FRANKLIN PUBLIC SCHOOLS,68960,400.0,Wisconsin
58050,SILVER LAKE PUBLIC SCHOOLS,68970,274.0,Massachusetts
58051,SILVER LAKE PUBLIC SCHOOLS,68970,490.0,Kansas
58054,FRANKLIN PUBLIC SCHOOLS,68971,93.0,Massachusetts
58055,FRANKLIN PUBLIC SCHOOLS,68971,400.0,Wisconsin
58058,FRANKLIN PUBLIC SCHOOLS,68972,93.0,Massachusetts
58059,FRANKLIN PUBLIC SCHOOLS,68972,400.0,Wisconsin
58060,SILVER LAKE PUBLIC SCHOOLS,68972,274.0,Massachusetts
58061,SILVER LAKE PUBLIC SCHOOLS,68972,490.0,Kansas
58064,SILVER LAKE PUBLIC SCHOOLS,68973,274.0,Massachusetts
58065,SILVER LAKE PUBLIC SCHOOLS,68973,490.0,Kansas
58073,SUTTON PUBLIC SCHOOLS,68975,442.0,Massachusetts
58077,LEXINGTON PUBLIC SCHOOLS,68976,3.0,Massachusetts
58087,SUTTON PUBLIC SCHOOLS,68979,442.0,Massachusetts
58091,FRANKLIN PUBLIC SCHOOLS,68981,93.0,Massachusetts
58092,FRANKLIN PUBLIC SCHOOLS,68981,400.0,Wisconsin
58093,SILVER LAKE PUBLIC SCHOOLS,68981,274.0,Massachusetts
58094,SILVER LAKE PUBLIC SCHOOLS,68981,490.0,Kansas
58224,LEXINGTON PUBLIC SCHOOLS,69130,3.0,Massachusetts
59254,HAMPTON SCHOOL DISTRICT,71701,144.0,Pennsylvania
59258,HAMPTON SCHOOL DISTRICT,71711,144.0,Pennsylvania
59284,HAMPTON SCHOOL DISTRICT,71744,144.0,Pennsylvania
59285,HAMPTON SCHOOL DISTRICT,71745,144.0,Pennsylvania
59319,HAMPTON SCHOOL DISTRICT,71766,144.0,Pennsylvania
59328,SPRING HILL SCHOOL DISTRICT,71801,269.0,Kansas
59360,SPRING HILL SCHOOL DISTRICT,71838,269.0,Kansas
59411,BENTON SCHOOL DISTRICT,71901,319.0,Wisconsin
59539,BENTON SCHOOL DISTRICT,72011,319.0,Wisconsin
59550,BENTON SCHOOL DISTRICT,72015,319.0,Wisconsin
59560,BENTON SCHOOL DISTRICT,72019,319.0,Wisconsin
59702,BENTON SCHOOL DISTRICT,72087,319.0,Wisconsin
59724,BENTON SCHOOL DISTRICT,72104,319.0,Wisconsin
60609,MANSFIELD SCHOOL DISTRICT,72927,204.0,Massachusetts
60626,MANSFIELD SCHOOL DISTRICT,72936,204.0,Massachusetts
60633,MANSFIELD SCHOOL DISTRICT,72938,204.0,Massachusetts
60636,MANSFIELD SCHOOL DISTRICT,72940,204.0,Massachusetts
60644,MANSFIELD SCHOOL DISTRICT,72944,204.0,Massachusetts
60673,MANSFIELD SCHOOL DISTRICT,72958,204.0,Massachusetts
60868,LEXINGTON PUBLIC SCHOOLS,73051,3.0,Massachusetts
61141,WILSON PUBLIC SCHOOLS,73401,494.0,Pennsylvania
61157,FOX PUBLIC SCHOOLS,73437,437.0,Massachusetts
61159,FOX PUBLIC SCHOOLS,73438,437.0,Massachusetts
61161,WILSON PUBLIC SCHOOLS,73438,494.0,Pennsylvania
61167,FOX PUBLIC SCHOOLS,73442,437.0,Massachusetts
61171,WILSON PUBLIC SCHOOLS,73443,494.0,Pennsylvania
61174,FOX PUBLIC SCHOOLS,73444,437.0,Massachusetts
61202,FOX PUBLIC SCHOOLS,73458,437.0,Massachusetts
61220,WILSON PUBLIC SCHOOLS,73463,494.0,Pennsylvania
61223,FOX PUBLIC SCHOOLS,73481,437.0,Massachusetts
61225,FOX PUBLIC SCHOOLS,73487,437.0,Massachusetts
61287,FOX PUBLIC SCHOOLS,73533,437.0,Massachusetts
61482,CANTON PUBLIC SCHOOLS,73658,149.0,Massachusetts
61501,CANTON PUBLIC SCHOOLS,73663,149.0,Massachusetts
61540,BURLINGTON PUBLIC SCHOOLS,73717,495.0,Massachusetts
61548,BURLINGTON PUBLIC SCHOOLS,73719,495.0,Massachusetts
61555,BURLINGTON PUBLIC SCHOOLS,73722,495.0,Massachusetts
61558,CANTON PUBLIC SCHOOLS,73724,149.0,Massachusetts
61571,BURLINGTON PUBLIC SCHOOLS,73728,495.0,Massachusetts
61591,CANTON PUBLIC SCHOOLS,73737,149.0,Massachusetts
61622,BURLINGTON PUBLIC SCHOOLS,73749,495.0,Massachusetts
61636,CANTON PUBLIC SCHOOLS,73755,149.0,Massachusetts
61647,BURLINGTON PUBLIC SCHOOLS,73758,495.0,Massachusetts
61668,CANTON PUBLIC SCHOOLS,73763,149.0,Massachusetts
61688,CANTON PUBLIC SCHOOLS,73772,149.0,Massachusetts
62322,WILSON PUBLIC SCHOOLS,74437,494.0,Pennsylvania
62344,WILSON PUBLIC SCHOOLS,74447,494.0,Pennsylvania
62450,ALLEN PUBLIC SCHOOLS,74531,257.0,Texas
62457,CLAYTON PUBLIC SCHOOLS,74536,162.0,Missouri
62460,NASHOBA PUBLIC SCHOOL,74536,116.0,Massachusetts
62462,ALLEN PUBLIC SCHOOLS,74538,257.0,Texas
62468,CLAYTON PUBLIC SCHOOLS,74540,162.0,Missouri
62472,CLAYTON PUBLIC SCHOOLS,74543,162.0,Missouri
62474,NASHOBA PUBLIC SCHOOL,74543,116.0,Massachusetts
62483,NASHOBA PUBLIC SCHOOL,74549,116.0,Massachusetts
62499,CLAYTON PUBLIC SCHOOLS,74557,162.0,Missouri
62503,CLAYTON PUBLIC SCHOOLS,74558,162.0,Missouri
62504,NASHOBA PUBLIC SCHOOL,74558,116.0,Massachusetts
62505,CLAYTON PUBLIC SCHOOLS,74560,162.0,Missouri
62525,CLAYTON PUBLIC SCHOOLS,74567,162.0,Missouri
62526,NASHOBA PUBLIC SCHOOL,74567,116.0,Massachusetts
62630,BENNINGTON PUBLIC SCHOOLS,74723,288.0,Nebraska
62639,BENNINGTON PUBLIC SCHOOLS,74727,288.0,Nebraska
62652,NASHOBA PUBLIC SCHOOL,74728,116.0,Massachusetts
62743,ALLEN PUBLIC SCHOOLS,74820,257.0,Texas
62756,ALLEN PUBLIC SCHOOLS,74825,257.0,Texas
62765,ALLEN PUBLIC SCHOOLS,74827,257.0,Texas
62913,LEXINGTON PUBLIC SCHOOLS,74878,3.0,Massachusetts
62967,MONROE PUBLIC SCHOOL,74937,376.0,New Jersey
62975,MONROE PUBLIC SCHOOL,74940,376.0,New Jersey
63007,MONROE PUBLIC SCHOOL,74953,376.0,New Jersey
63071,ALLEN INDEPENDENT SCHOOL DISTRICT,75002,257.0,Texas
63072,LOVEJOY INDEPENDENT SCHOOL DISTRICT,75002,18.0,Texas
63075,PRINCETON INDEPENDENT SCHOOL DISTRICT,75002,17.0,New Jersey
63086,PROSPER INDEPENDENT SCHOOL DISTRICT,75009,129.0,Texas
63088,ALLEN INDEPENDENT SCHOOL DISTRICT,75013,257.0,Texas
63092,COPPELL INDEPENDENT SCHOOL DISTRICT,75019,299.0,Texas
63100,ARGYLE INDEPENDENT SCHOOL DISTRICT,75022,370.0,Texas
63105,ALLEN INDEPENDENT SCHOOL DISTRICT,75023,257.0,Texas
63107,FRISCO INDEPENDENT SCHOOL DISTRICT,75024,90.0,Texas
63110,ALLEN INDEPENDENT SCHOOL DISTRICT,75025,257.0,Texas
63111,FRISCO INDEPENDENT SCHOOL DISTRICT,75025,90.0,Texas
63117,FRISCO INDEPENDENT SCHOOL DISTRICT,75034,90.0,Texas
63120,PROSPER INDEPENDENT SCHOOL DISTRICT,75034,129.0,Texas
63121,FRISCO INDEPENDENT SCHOOL DISTRICT,75035,90.0,Texas
63122,PROSPER INDEPENDENT SCHOOL DISTRICT,75035,129.0,Texas
63124,COPPELL INDEPENDENT SCHOOL DISTRICT,75038,299.0,Texas
63144,ARLINGTON INDEPENDENT SCHOOL DISTRICT,75050,26.0,Massachusetts
63147,ARLINGTON INDEPENDENT SCHOOL DISTRICT,75051,26.0,Massachusetts
63150,ARLINGTON INDEPENDENT SCHOOL DISTRICT,75052,26.0,Massachusetts
63153,MANSFIELD INDEPENDENT SCHOOL DISTRICT,75052,204.0,Massachusetts
63155,MANSFIELD INDEPENDENT SCHOOL DISTRICT,75054,204.0,Massachusetts
63156,FRISCO INDEPENDENT SCHOOL DISTRICT,75056,90.0,Texas
63172,COPPELL INDEPENDENT SCHOOL DISTRICT,75063,299.0,Texas
63177,COPPELL INDEPENDENT SCHOOL DISTRICT,75067,299.0,Texas
63180,FRISCO INDEPENDENT SCHOOL DISTRICT,75068,90.0,Texas
63182,LOVEJOY INDEPENDENT SCHOOL DISTRICT,75069,18.0,Texas
63184,PRINCETON INDEPENDENT SCHOOL DISTRICT,75069,17.0,New Jersey
63185,ALLEN INDEPENDENT SCHOOL DISTRICT,75070,257.0,Texas
63186,FRISCO INDEPENDENT SCHOOL DISTRICT,75070,90.0,Texas
63188,PROSPER INDEPENDENT SCHOOL DISTRICT,75070,129.0,Texas
63193,PRINCETON INDEPENDENT SCHOOL DISTRICT,75071,17.0,New Jersey
63194,PROSPER INDEPENDENT SCHOOL DISTRICT,75071,129.0,Texas
63195,ALLEN INDEPENDENT SCHOOL DISTRICT,75074,257.0,Texas
63206,FRISCO INDEPENDENT SCHOOL DISTRICT,75078,90.0,Texas
63207,PROSPER INDEPENDENT SCHOOL DISTRICT,75078,129.0,Texas
63235,LOVEJOY INDEPENDENT SCHOOL DISTRICT,75098,18.0,Texas
63244,CANTON INDEPENDENT SCHOOL DISTRICT,75103,149.0,Massachusetts
63252,DESOTO INDEPENDENT SCHOOL DISTRICT,75104,336.0,Kansas
63272,DESOTO INDEPENDENT SCHOOL DISTRICT,75115,336.0,Kansas
63283,CANTON INDEPENDENT SCHOOL DISTRICT,75124,149.0,Massachusetts
63308,CANTON INDEPENDENT SCHOOL DISTRICT,75140,149.0,Massachusetts
63330,CANTON INDEPENDENT SCHOOL DISTRICT,75147,149.0,Massachusetts
63353,DESOTO INDEPENDENT SCHOOL DISTRICT,75154,336.0,Kansas
63392,PRINCETON INDEPENDENT SCHOOL DISTRICT,75166,17.0,New Jersey
63399,CANTON INDEPENDENT SCHOOL DISTRICT,75169,149.0,Massachusetts
63407,PRINCETON INDEPENDENT SCHOOL DISTRICT,75173,17.0,New Jersey
63523,PRINCETON INDEPENDENT SCHOOL DISTRICT,75407,17.0,New Jersey
63576,PRINCETON INDEPENDENT SCHOOL DISTRICT,75424,17.0,New Jersey
63625,PRINCETON INDEPENDENT SCHOOL DISTRICT,75442,17.0,New Jersey
63870,SPRING HILL INDEPENDENT SCHOOL DISTRICT,75604,269.0,Kansas
63876,SPRING HILL INDEPENDENT SCHOOL DISTRICT,75605,269.0,Kansas
64001,SPRING HILL INDEPENDENT SCHOOL DISTRICT,75693,269.0,Kansas
64039,CANTON INDEPENDENT SCHOOL DISTRICT,75754,149.0,Massachusetts
64135,WESTWOOD INDEPENDENT SCHOOL DISTRICT,75801,9.0,Massachusetts
64142,WESTWOOD INDEPENDENT SCHOOL DISTRICT,75803,9.0,Massachusetts
64219,WESTWOOD INDEPENDENT SCHOOL DISTRICT,75861,9.0,Massachusetts
64237,NEWTON INDEPENDENT SCHOOL DISTRICT,75928,23.0,Massachusetts
64250,NEWTON INDEPENDENT SCHOOL DISTRICT,75932,23.0,Massachusetts
64253,NEWTON INDEPENDENT SCHOOL DISTRICT,75933,23.0,Massachusetts
64274,LIVINGSTON INDEPENDENT SCHOOL DISTRICT,75939,53.0,New Jersey
64306,NEWTON INDEPENDENT SCHOOL DISTRICT,75956,23.0,Massachusetts
64327,NEWTON INDEPENDENT SCHOOL DISTRICT,75966,23.0,Massachusetts
64357,NEWTON INDEPENDENT SCHOOL DISTRICT,75977,23.0,Massachusetts
64368,ARLINGTON INDEPENDENT SCHOOL DISTRICT,76001,26.0,Massachusetts
64370,MANSFIELD INDEPENDENT SCHOOL DISTRICT,76001,204.0,Massachusetts
64371,ARLINGTON INDEPENDENT SCHOOL DISTRICT,76002,26.0,Massachusetts
64372,MANSFIELD INDEPENDENT SCHOOL DISTRICT,76002,204.0,Massachusetts
64373,ARLINGTON INDEPENDENT SCHOOL DISTRICT,76006,26.0,Massachusetts
64383,MANSFIELD INDEPENDENT SCHOOL DISTRICT,76009,204.0,Massachusetts
64385,ARLINGTON INDEPENDENT SCHOOL DISTRICT,76010,26.0,Massachusetts
64386,ARLINGTON INDEPENDENT SCHOOL DISTRICT,76011,26.0,Massachusetts
64387,ARLINGTON INDEPENDENT SCHOOL DISTRICT,76012,26.0,Massachusetts
64389,ARLINGTON INDEPENDENT SCHOOL DISTRICT,76013,26.0,Massachusetts
64391,ARLINGTON INDEPENDENT SCHOOL DISTRICT,76014,26.0,Massachusetts
64392,ARLINGTON INDEPENDENT SCHOOL DISTRICT,76015,26.0,Massachusetts
64393,ARLINGTON INDEPENDENT SCHOOL DISTRICT,76016,26.0,Massachusetts
64396,ARLINGTON INDEPENDENT SCHOOL DISTRICT,76017,26.0,Massachusetts
64398,MANSFIELD INDEPENDENT SCHOOL DISTRICT,76017,204.0,Massachusetts
64399,ARLINGTON INDEPENDENT SCHOOL DISTRICT,76018,26.0,Massachusetts
64400,MANSFIELD INDEPENDENT SCHOOL DISTRICT,76018,204.0,Massachusetts
64418,MANSFIELD INDEPENDENT SCHOOL DISTRICT,76028,204.0,Massachusetts
64474,CARROLL INDEPENDENT SCHOOL DISTRICT,76051,58.0,Texas
64475,COPPELL INDEPENDENT SCHOOL DISTRICT,76051,299.0,Texas
64496,MANSFIELD INDEPENDENT SCHOOL DISTRICT,76060,204.0,Massachusetts
64500,MANSFIELD INDEPENDENT SCHOOL DISTRICT,76063,204.0,Massachusetts
64537,MANSFIELD INDEPENDENT SCHOOL DISTRICT,76084,204.0,Massachusetts
64558,CARROLL INDEPENDENT SCHOOL DISTRICT,76092,58.0,Texas
64635,MANSFIELD INDEPENDENT SCHOOL DISTRICT,76140,204.0,Massachusetts
64661,ARGYLE INDEPENDENT SCHOOL DISTRICT,76210,370.0,Texas
64667,ARGYLE INDEPENDENT SCHOOL DISTRICT,76226,370.0,Texas
64674,PROSPER INDEPENDENT SCHOOL DISTRICT,76227,129.0,Texas
64676,BELLEVUE INDEPENDENT SCHOOL DISTRICT,76228,189.0,Washington
64682,BELLEVUE INDEPENDENT SCHOOL DISTRICT,76230,189.0,Washington
64726,CARROLL INDEPENDENT SCHOOL DISTRICT,76248,58.0,Texas
64760,BELLEVUE INDEPENDENT SCHOOL DISTRICT,76261,189.0,Washington
64764,ARGYLE INDEPENDENT SCHOOL DISTRICT,76262,370.0,Texas
64765,CARROLL INDEPENDENT SCHOOL DISTRICT,76262,58.0,Texas
64841,BELLEVUE INDEPENDENT SCHOOL DISTRICT,76365,189.0,Washington
64936,HAMILTON INDEPENDENT SCHOOL DISTRICT,76436,241.0,Wisconsin
64970,HAMILTON INDEPENDENT SCHOOL DISTRICT,76446,241.0,Wisconsin
65001,HAMILTON INDEPENDENT SCHOOL DISTRICT,76455,241.0,Wisconsin
65004,HAMILTON INDEPENDENT SCHOOL DISTRICT,76457,241.0,Wisconsin
65091,TROY INDEPENDENT SCHOOL DISTRICT,76501,217.0,Michigan
65096,TROY INDEPENDENT SCHOOL DISTRICT,76502,217.0,Michigan
65098,TROY INDEPENDENT SCHOOL DISTRICT,76504,217.0,Michigan
65129,TROY INDEPENDENT SCHOOL DISTRICT,76524,217.0,Michigan
65132,HAMILTON INDEPENDENT SCHOOL DISTRICT,76525,241.0,Wisconsin
65139,GEORGETOWN INDEPENDENT SCHOOL DISTRICT,76527,469.0,Massachusetts
65152,GEORGETOWN INDEPENDENT SCHOOL DISTRICT,76530,469.0,Massachusetts
65156,HAMILTON INDEPENDENT SCHOOL DISTRICT,76531,241.0,Wisconsin
65165,GEORGETOWN INDEPENDENT SCHOOL DISTRICT,76537,469.0,Massachusetts
65171,HAMILTON INDEPENDENT SCHOOL DISTRICT,76538,241.0,Wisconsin
65207,TROY INDEPENDENT SCHOOL DISTRICT,76557,217.0,Michigan
65211,HAMILTON INDEPENDENT SCHOOL DISTRICT,76565,241.0,Wisconsin
65214,HAMILTON INDEPENDENT SCHOOL DISTRICT,76566,241.0,Wisconsin
65238,LEXINGTON INDEPENDENT SCHOOL DISTRICT,76577,3.0,Massachusetts
65242,LEXINGTON INDEPENDENT SCHOOL DISTRICT,76578,3.0,Massachusetts
65246,TROY INDEPENDENT SCHOOL DISTRICT,76579,217.0,Michigan
65254,WEST INDEPENDENT SCHOOL DISTRICT,76621,70.0,Massachusetts
65261,WEST INDEPENDENT SCHOOL DISTRICT,76624,70.0,Massachusetts
65270,FRANKLIN INDEPENDENT SCHOOL DISTRICT,76629,93.0,Massachusetts
65271,FRANKLIN INDEPENDENT SCHOOL DISTRICT,76629,400.0,Wisconsin
65296,HAMILTON INDEPENDENT SCHOOL DISTRICT,76637,241.0,Wisconsin
65306,WEST INDEPENDENT SCHOOL DISTRICT,76640,70.0,Massachusetts
65350,FRANKLIN INDEPENDENT SCHOOL DISTRICT,76653,93.0,Massachusetts
65351,FRANKLIN INDEPENDENT SCHOOL DISTRICT,76653,400.0,Wisconsin
65354,WEST INDEPENDENT SCHOOL DISTRICT,76654,70.0,Massachusetts
65362,TROY INDEPENDENT SCHOOL DISTRICT,76656,217.0,Michigan
65411,WEST INDEPENDENT SCHOOL DISTRICT,76673,70.0,Massachusetts
65448,WEST INDEPENDENT SCHOOL DISTRICT,76691,70.0,Massachusetts
65470,WEST INDEPENDENT SCHOOL DISTRICT,76705,70.0,Massachusetts
65539,HAMILTON INDEPENDENT SCHOOL DISTRICT,76844,241.0,Wisconsin
65574,WALL INDEPENDENT SCHOOL DISTRICT,76861,366.0,New Jersey
65637,WALL INDEPENDENT SCHOOL DISTRICT,76904,366.0,New Jersey
65642,WALL INDEPENDENT SCHOOL DISTRICT,76905,366.0,New Jersey
65655,WALL INDEPENDENT SCHOOL DISTRICT,76935,366.0,New Jersey
65657,WALL INDEPENDENT SCHOOL DISTRICT,76937,366.0,New Jersey
65660,WALL INDEPENDENT SCHOOL DISTRICT,76940,366.0,New Jersey
65677,WALL INDEPENDENT SCHOOL DISTRICT,76955,366.0,New Jersey
65678,WALL INDEPENDENT SCHOOL DISTRICT,76957,366.0,New Jersey
65680,HOUSTON INDEPENDENT SCHOOL DISTRICT,77002,362.0,Minnesota
65681,HOUSTON INDEPENDENT SCHOOL DISTRICT,77003,362.0,Minnesota
65682,HOUSTON INDEPENDENT SCHOOL DISTRICT,77004,362.0,Minnesota
65683,HOUSTON INDEPENDENT SCHOOL DISTRICT,77005,362.0,Minnesota
65684,HOUSTON INDEPENDENT SCHOOL DISTRICT,77006,362.0,Minnesota
65685,HOUSTON INDEPENDENT SCHOOL DISTRICT,77007,362.0,Minnesota
65686,HOUSTON INDEPENDENT SCHOOL DISTRICT,77008,362.0,Minnesota
65687,HOUSTON INDEPENDENT SCHOOL DISTRICT,77009,362.0,Minnesota
65688,HOUSTON INDEPENDENT SCHOOL DISTRICT,77010,362.0,Minnesota
65689,HOUSTON INDEPENDENT SCHOOL DISTRICT,77011,362.0,Minnesota
65690,HOUSTON INDEPENDENT SCHOOL DISTRICT,77012,362.0,Minnesota
65691,HOUSTON INDEPENDENT SCHOOL DISTRICT,77013,362.0,Minnesota
65697,HOUSTON INDEPENDENT SCHOOL DISTRICT,77015,362.0,Minnesota
65699,HOUSTON INDEPENDENT SCHOOL DISTRICT,77016,362.0,Minnesota
65700,HOUSTON INDEPENDENT SCHOOL DISTRICT,77017,362.0,Minnesota
65702,HOUSTON INDEPENDENT SCHOOL DISTRICT,77018,362.0,Minnesota
65703,HOUSTON INDEPENDENT SCHOOL DISTRICT,77019,362.0,Minnesota
65704,HOUSTON INDEPENDENT SCHOOL DISTRICT,77020,362.0,Minnesota
65705,HOUSTON INDEPENDENT SCHOOL DISTRICT,77021,362.0,Minnesota
65706,HOUSTON INDEPENDENT SCHOOL DISTRICT,77022,362.0,Minnesota
